EmployeeNumber,Age,Tenure,Turnover,HourlyRate ,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn,HourlyRate _orig
4557.0,42.0,10.0,No,35.32,40.0,Salary,73465.6,-8.0,Marketing,Male,Single,1.0,20.0,Direct Deposit,Yes,$35.32 
4558.0,47.0,17.0,Yes,33.66,40.0,Salary,70012.8,68.0,Laboratory,Male,Married,4.0,12.0,Mailed Check,Yes,$33.66 
4559.0,36.0,5.0,No,78.73,40.0,Salary,163758.4,43.0,Healthcare,Female,Married,3.0,8.0,Mailed Check,Yes,$78.73 
4560.0,32.0,7.0,Yes,29.81,40.0,Salary,62004.8,77.0,Sales,Male,Married,3.0,24.0,Mailed Check,Yes,$29.81 
4561.0,42.0,3.0,No,81.22,40.0,Salary,168937.6,59.0,Healthcare,Female,Divorced,1.0,24.0,Mailed Check,Yes,$81.22 
4562.0,39.0,10.0,No,30.73,40.0,Salary,63928.4,10.0,Human Resources,Female,Married,4.0,13.0,Mailed Check,Yes,$30.73 
4563.0,44.0,7.0,No,32.21,40.0,Salary,66996.8,36.0,Human Resources,Male,Single,4.0,11.0,Mailed Check,Yes,$32.21 
4564.0,44.0,19.0,Yes,49.33,40.0,Salary,102606.4,31.0,Information Technology,Female,Divorced,4.0,25.0,Mailed Check,Yes,$49.33 
4565.0,33.0,1.0,No,29.44,40.0,Salary,61235.2,5.0,Research,Male,Divorced,5.0,25.0,Mailed Check,Yes,$29.44 
4566.0,51.0,10.0,No,33.21,40.0,Salary,39956.8,94.0,Human Resources,Female,Divorced,8.0,9.0,Direct Deposit,Yes,$33.21 
4567.0,55.0,18.0,No,51.02,40.0,Salary,106121.6,29.0,Sales,Female,Divorced,7.0,15.0,Mailed Check,Yes,$51.02 
4568.0,35.0,10.0,No,24.85,40.0,Salary,51688.0,25.0,Manufacturing,Male,Married,5.0,15.0,Mailed Check,Yes,$24.85 
4569.0,32.0,8.0,Yes,29.0,40.0,Salary,60320.0,45.0,Marketing,Male,Divorced,2.0,25.0,Mailed Check,Yes,$29.00 
4570.0,38.0,8.0,No,49.4,40.0,Salary,102752.0,6.0,Marketing,Female,Married,2.0,20.0,Mailed Check,Yes,$49.40 
4571.0,51.0,16.0,Yes,81.28,40.0,Salary,169062.4,36.0,Sales,Female,Single,7.0,15.0,Mailed Check,Yes,$81.28 
4572.0,34.0,2.0,No,27.72,40.0,Salary,57657.6,95.0,Research,Male,Divorced,5.0,18.0,Mailed Check,Yes,$27.72 
4573.0,37.0,5.0,Yes,81.81,40.0,Salary,170164.8,63.0,Sales,Female,Divorced,3.0,11.0,Mailed Check,Yes,$81.81 
4574.0,57.0,17.0,Yes,61.48,40.0,Salary,127878.4,78.0,Marketing,Female,Single,9.0,20.0,Mailed Check,Yes,$61.48 
4575.0,53.0,14.0,No,76.04,40.0,Salary,158163.2,72.0,Research,Female,Married,6.0,10.0,Direct Deposit,Yes,$76.04 
4576.0,56.0,8.0,Yes,78.63,40.0,Salary,163550.4,69.0,Information Technology,Male,Single,5.0,8.0,Mailed Check,Yes,$78.63 
4577.0,50.0,13.0,No,44.13,40.0,Salary,91790.4,69.0,Manufacturing,Male,Married,6.0,9.0,Mailed Check,Yes,$44.13 
4578.0,38.0,6.0,Yes,86.44,40.0,Salary,179795.2,58.0,Marketing,Female,Married,1.0,21.0,Direct Deposit,Yes,$86.44 
4579.0,48.0,10.0,No,31.88,40.0,Salary,66310.4,22.0,Laboratory,Male,Divorced,4.0,15.0,Mailed Check,Yes,$31.88 
4580.0,53.0,5.0,No,85.13,40.0,Salary,177070.4,71.0,Sales,Male,Married,6.0,9.0,Mailed Check,Yes,$85.13 
4581.0,40.0,6.0,Yes,27.0,40.0,Salary,56160.0,-2.0,Sales,Male,Single,5.0,16.0,Mailed Check,Yes,$27.00 
4582.0,40.0,5.0,Yes,40.82,40.0,Salary,84905.6,33.0,Research,Male,Divorced,1.0,14.0,Mailed Check,Yes,$40.82 
4583.0,35.0,3.0,Yes,23.01,40.0,Salary,47860.8,-12.0,Research,Male,Divorced,2.0,14.0,Mailed Check,Yes,$23.01 
4584.0,31.0,3.0,Yes,26.39,40.0,Salary,54891.2,4.0,Manufacturing,Female,Single,3.0,15.0,Mailed Check,Yes,$26.39 
4585.0,61.0,14.0,Yes,33.74,40.0,Salary,41059.2,34.0,Laboratory,Female,Married,4.0,16.0,Mailed Check,Yes,$33.74 
4586.0,23.0,1.0,No,21.62,40.0,Salary,44969.6,44.0,Sales,Female,Married,1.0,5.0,Mailed Check,Yes,$21.62 
4587.0,39.0,8.0,Yes,28.72,40.0,Salary,59737.6,73.0,Laboratory,Female,Divorced,7.0,15.0,Mailed Check,Yes,$28.72 
4588.0,60.0,9.0,Yes,64.78,40.0,Salary,134742.4,74.0,Research,Female,Divorced,3.0,10.0,Mailed Check,Yes,$64.78 
4589.0,31.0,3.0,No,26.02,40.0,Salary,54121.6,32.0,Research,Female,Divorced,2.0,13.0,Mailed Check,Yes,$26.02 
4590.0,26.0,3.0,Yes,22.12,40.0,Salary,46009.6,36.0,Sales,Female,Married,2.0,15.0,Direct Deposit,Yes,$22.12 
4591.0,30.0,4.0,Yes,23.9,40.0,Salary,49712.0,90.0,Healthcare,Male,Divorced,3.0,14.0,Mailed Check,Yes,$23.90 
4592.0,49.0,12.0,No,91.86,40.0,Salary,289133.0,5.0,Research,Male,Divorced,4.0,15.0,Mailed Check,Yes,$91.86 
4593.0,51.0,14.0,Yes,93.32,40.0,Salary,289133.0,92.0,Human Resources,Female,Married,4.0,21.0,Mailed Check,Yes,$93.32 
4594.0,28.0,6.0,No,23.54,40.0,Salary,48963.2,93.0,Marketing,Male,Divorced,1.0,10.0,Mailed Check,Yes,$23.54 
4595.0,55.0,11.0,No,83.12,40.0,Salary,172889.6,27.0,Healthcare,Female,Married,5.0,15.0,Mailed Check,Yes,$83.12 
4596.0,39.0,2.0,Yes,75.73,40.0,Salary,157528.4,86.0,Research,Female,Married,8.0,9.0,Mailed Check,Yes,$75.73 
4597.0,33.0,8.0,No,28.52,40.0,Salary,59321.6,3.0,Research,Female,Divorced,6.0,18.0,Mailed Check,Yes,$28.52 
4598.0,36.0,4.0,No,72.08,40.0,Salary,149926.4,86.0,Research,Female,Married,5.0,8.0,Mailed Check,Yes,$72.08 
4599.0,39.0,3.0,Yes,55.85,40.0,Salary,116168.0,1.0,Sales,Male,Divorced,3.0,6.0,Mailed Check,Yes,$55.85 
4600.0,54.0,19.0,No,35.54,40.0,Salary,73923.2,13.0,Human Resources,Female,Married,1.0,12.0,Direct Deposit,Yes,$35.54 
4601.0,39.0,1.0,No,91.73,40.0,Salary,289133.0,35.0,Laboratory,Male,Divorced,3.0,12.0,Mailed Check,Yes,$91.73 
4602.0,51.0,13.0,Yes,73.27,40.0,Salary,152401.6,-14.0,Research,Female,Divorced,6.0,22.0,Mailed Check,Yes,$73.27 
4603.0,36.0,10.0,No,32.99,40.0,Salary,68633.2,88.0,Sales,Male,Married,4.0,16.0,Direct Deposit,Yes,$32.99 
4604.0,60.0,19.0,No,79.88,40.0,Salary,166150.4,40.0,Human Resources,Male,Single,2.0,13.0,Mailed Check,Yes,$79.88 
4605.0,53.0,10.0,Yes,54.05,40.0,Salary,112424.0,22.0,Research,Male,Married,8.0,18.0,Mailed Check,Yes,$54.05 
4606.0,53.0,11.0,No,73.26,40.0,Salary,152380.8,86.0,Sales,Male,Single,4.0,7.0,Mailed Check,Yes,$73.26 
4607.0,46.0,7.0,No,77.65,40.0,Salary,161512.0,44.0,Information Technology,Prefer Not To Answer,Single,5.0,11.0,Mailed Check,Yes,$77.65 
4608.0,41.0,4.0,No,53.32,40.0,Salary,110905.6,44.0,Research,Female,Divorced,4.0,7.0,Mailed Check,Yes,$53.32 
4609.0,53.0,16.0,Yes,42.51,40.0,Salary,88420.8,13.0,Marketing,Male,Divorced,9.0,23.0,Direct Deposit,Yes,$42.51 
4610.0,54.0,16.0,Yes,39.16,40.0,Salary,81452.8,47.0,Healthcare,Female,Married,6.0,20.0,Mailed Check,Yes,$39.16 
4611.0,41.0,7.0,Yes,67.21,40.0,Salary,139796.8,63.0,Sales,Male,Married,9.0,15.0,Mailed Check,Yes,$67.21 
4612.0,40.0,7.0,Yes,86.82,40.0,Salary,280585.6,-13.0,Manufacturing,Female,Single,6.0,23.0,Mailed Check,Yes,$86.82 
4613.0,44.0,19.0,No,72.77,40.0,Salary,151361.6,64.0,Healthcare,Female,Single,7.0,21.0,Mailed Check,Yes,$72.77 
4614.0,35.0,7.0,No,30.47,40.0,Salary,63377.6,59.0,Laboratory,Male,Single,6.0,16.0,Mailed Check,Yes,$30.47 
4615.0,32.0,8.0,Yes,30.66,40.0,Salary,63772.8,28.0,Sales,Female,Married,2.0,15.0,Mailed Check,Yes,$30.66 
4616.0,26.0,3.0,Yes,20.83,40.0,Salary,43326.4,11.0,Manufacturing,Female,Married,2.0,15.0,Mailed Check,Yes,$20.83 
4617.0,55.0,18.0,No,59.84,40.0,Salary,124467.2,93.0,Sales,Female,Married,2.0,19.0,Mailed Check,Yes,$59.84 
4618.0,58.0,20.0,Yes,33.53,40.0,Salary,69742.4,77.0,Information Technology,Female,Single,5.0,22.0,Mailed Check,Yes,$33.53 
4619.0,49.0,14.0,Yes,79.99,40.0,Salary,166379.2,89.0,Sales,Prefer Not To Answer,Divorced,6.0,21.0,Mailed Check,Yes,$79.99 
4620.0,53.0,19.0,No,31.23,40.0,Salary,64958.4,87.0,Research,Male,Divorced,2.0,13.0,Mailed Check,Yes,$31.23 
4621.0,50.0,20.0,Yes,31.52,40.0,Salary,65561.6,33.0,Information Technology,Male,Married,8.0,15.0,Direct Deposit,Yes,$31.52 
4622.0,61.0,11.0,No,73.96,40.0,Salary,153836.8,39.0,Human Resources,Prefer Not To Answer,Single,6.0,17.0,Direct Deposit,Yes,$73.96 
4623.0,45.0,12.0,No,61.52,40.0,Salary,127961.6,16.0,Research,Female,Divorced,1.0,15.0,Mailed Check,Yes,$61.52 
4624.0,36.0,2.0,No,33.0,40.0,Salary,68640.0,-14.0,Information Technology,Male,Married,3.0,20.0,Mailed Check,Yes,$33.00 
4625.0,36.0,6.0,Yes,72.96,40.0,Salary,151756.8,81.0,Sales,Female,Divorced,5.0,14.0,Mailed Check,Yes,$72.96 
4626.0,36.0,5.0,Yes,69.97,40.0,Salary,145537.6,28.0,Marketing,Female,Divorced,6.0,22.0,Mailed Check,Yes,$69.97 
4627.0,43.0,8.0,Yes,72.69,40.0,Salary,151335.2,71.0,Marketing,Female,Married,3.0,15.0,Mailed Check,Yes,$72.69 
4628.0,40.0,9.0,No,87.38,40.0,Salary,281750.4,1.0,Research,Female,Single,9.0,15.0,Mailed Check,Yes,$87.38 
4629.0,59.0,11.0,No,85.09,40.0,Salary,176987.2,82.0,Laboratory,Female,Single,3.0,18.0,Direct Deposit,Yes,$85.09 
4630.0,39.0,7.0,No,68.4,40.0,Salary,142272.0,-13.0,Laboratory,Female,Divorced,9.0,8.0,Direct Deposit,Yes,$68.40 
4631.0,52.0,9.0,No,52.43,40.0,Salary,109054.4,5.0,Sales,Female,Divorced,8.0,8.0,Mailed Check,Yes,$52.43 
4632.0,40.0,8.0,No,26.23,40.0,Salary,54558.4,78.0,Manufacturing,Female,Married,7.0,14.0,Mailed Check,Yes,$26.23 
4633.0,51.0,14.0,No,74.66,40.0,Salary,155292.8,91.0,Laboratory,Female,Single,1.0,8.0,Direct Deposit,Yes,$74.66 
4634.0,38.0,1.0,No,54.02,40.0,Salary,112361.6,54.0,Sales,Female,Single,6.0,15.0,Mailed Check,Yes,$54.02 
4635.0,59.0,5.0,No,42.22,40.0,Salary,87817.6,-2.0,Marketing,Male,Married,4.0,11.0,Mailed Check,Yes,$42.22 
4636.0,53.0,6.0,No,39.16,40.0,Salary,81452.8,9.0,Sales,Female,Married,8.0,18.0,Mailed Check,Yes,$39.16 
4637.0,54.0,12.0,Yes,32.85,40.0,Salary,-9872.0,29.0,Marketing,Male,Divorced,2.0,25.0,Mailed Check,Yes,$32.85 
4638.0,56.0,15.0,Yes,71.25,40.0,Salary,148200.0,36.0,Information Technology,Female,Married,7.0,14.0,Mailed Check,Yes,$71.25 
4639.0,51.0,6.0,No,36.34,40.0,Salary,75587.2,-8.0,Healthcare,Male,Single,3.0,7.0,Mailed Check,Yes,$36.34 
4640.0,37.0,2.0,No,38.2,40.0,Salary,79456.0,55.0,Human Resources,Female,Divorced,6.0,24.0,Mailed Check,Yes,$38.20 
4641.0,25.0,3.0,No,22.35,40.0,Salary,46488.0,1.0,Sales,Male,Married,1.0,23.0,Mailed Check,Yes,$22.35 
4642.0,46.0,6.0,Yes,41.02,40.0,Salary,85321.6,24.0,Sales,Male,Single,9.0,15.0,Mailed Check,Yes,$41.02 
4643.0,44.0,18.0,No,81.79,40.0,Salary,170123.2,-5.0,Laboratory,Female,Divorced,6.0,15.0,Mailed Check,Yes,$81.79 
4644.0,47.0,19.0,Yes,62.57,40.0,Salary,130145.6,16.0,Sales,Male,Single,3.0,15.0,Mailed Check,Yes,$62.57 
4645.0,36.0,2.0,Yes,30.92,40.0,Salary,64313.6,96.0,Sales,Male,Divorced,2.0,15.0,Direct Deposit,Yes,$30.92 
4646.0,21.0,1.0,Yes,17.7,40.0,Salary,36816.0,-4.0,Information Technology,Female,Married,2.0,11.0,Direct Deposit,Yes,$17.70 
4647.0,36.0,4.0,Yes,47.02,40.0,Salary,97801.6,87.0,Manufacturing,Male,Divorced,6.0,15.0,Mailed Check,Yes,$47.02 
4648.0,56.0,14.0,No,72.81,40.0,Salary,151444.8,75.0,Healthcare,Female,Divorced,5.0,15.0,Mailed Check,Yes,$72.81 
4649.0,48.0,13.0,No,57.57,40.0,Salary,133745.6,40.0,Laboratory,Female,Married,8.0,16.0,Direct Deposit,Yes,$57.57 
4650.0,39.0,2.0,No,74.44,40.0,Salary,154835.2,29.0,Laboratory,Male,Divorced,4.0,6.0,Mailed Check,Yes,$74.44 
4651.0,52.0,9.0,No,78.77,40.0,Salary,163841.6,69.0,Sales,Male,Divorced,4.0,6.0,Mailed Check,Yes,$78.77 
4652.0,54.0,16.0,No,44.88,40.0,Salary,93350.4,66.0,Information Technology,Female,Married,1.0,5.0,Mailed Check,Yes,$44.88 
4653.0,37.0,10.0,Yes,36.09,40.0,Salary,75067.2,41.0,Sales,Female,Married,4.0,6.0,Direct Deposit,Yes,$36.09 
4654.0,48.0,16.0,Yes,64.65,40.0,Salary,134472.0,88.0,Research,Male,Married,1.0,23.0,Direct Deposit,Yes,$64.65 
4655.0,49.0,12.0,Yes,59.28,40.0,Salary,123094.4,96.0,Research,Male,Married,4.0,15.0,Mailed Check,Yes,$59.28 
4656.0,37.0,6.0,Yes,48.9,40.0,Salary,101712.0,51.0,Sales,Female,Single,3.0,5.0,Mailed Check,Yes,$48.90 
4657.0,38.0,2.0,Yes,38.56,40.0,Salary,80204.8,36.0,Manufacturing,Female,Divorced,3.0,24.0,Mailed Check,Yes,$38.56 
4658.0,52.0,15.0,No,31.24,40.0,Salary,64979.2,21.0,Information Technology,Male,Divorced,2.0,14.0,Mailed Check,Yes,$31.24 
4659.0,56.0,15.0,No,91.61,40.0,Salary,289133.0,28.0,Marketing,Male,Divorced,5.0,5.0,Mailed Check,Yes,$91.61 
4660.0,53.0,20.0,No,83.6,40.0,Salary,173888.0,-15.0,Sales,Prefer Not To Answer,Divorced,8.0,25.0,Mailed Check,Yes,$83.60 
4661.0,36.0,5.0,Yes,37.74,40.0,Salary,78499.2,43.0,Marketing,Male,Divorced,5.0,15.0,Mailed Check,Yes,$37.74 
4662.0,44.0,18.0,Yes,50.46,40.0,Salary,104956.8,58.0,Healthcare,Female,Married,8.0,24.0,Mailed Check,Yes,$50.46 
4663.0,44.0,8.0,No,36.38,40.0,Salary,75670.4,65.0,Manufacturing,Female,Single,9.0,15.0,Mailed Check,Yes,$36.38 
4664.0,30.0,2.0,Yes,27.27,40.0,Salary,56721.6,42.0,Healthcare,Male,Single,3.0,12.0,Mailed Check,Yes,$27.27 
4665.0,48.0,13.0,No,44.66,40.0,Salary,92892.8,96.0,Marketing,Female,Divorced,6.0,12.0,Mailed Check,Yes,$44.66 
4666.0,57.0,13.0,Yes,43.76,40.0,Salary,91020.8,3.0,Research,Male,Divorced,5.0,17.0,Mailed Check,Yes,$43.76 
4667.0,39.0,6.0,Yes,29.57,40.0,Salary,-15494.4,87.0,Marketing,Female,Divorced,4.0,15.0,Direct Deposit,Yes,$29.57 
4668.0,58.0,8.0,No,80.4,40.0,Salary,167232.0,-9.0,Information Technology,Female,Single,3.0,15.0,Mailed Check,Yes,$80.40 
4669.0,51.0,18.0,Yes,34.76,40.0,Salary,72300.8,70.0,Research,Female,Divorced,9.0,21.0,Mailed Check,Yes,$34.76 
4670.0,57.0,15.0,Yes,72.85,40.0,Salary,151528.0,22.0,Marketing,Female,Divorced,8.0,17.0,Mailed Check,Yes,$72.85 
4671.0,57.0,18.0,No,40.37,40.0,Salary,83969.6,26.0,Manufacturing,Male,Single,3.0,8.0,Mailed Check,Yes,$40.37 
4672.0,50.0,16.0,No,73.8,40.0,Salary,153504.0,82.0,Healthcare,Female,Married,8.0,5.0,Mailed Check,Yes,$73.80 
4673.0,59.0,5.0,Yes,35.51,40.0,Salary,73860.8,96.0,Human Resources,Male,Single,1.0,15.0,Mailed Check,Yes,$35.51 
4674.0,61.0,9.0,Yes,39.93,40.0,Salary,83054.4,89.0,Healthcare,Male,Married,5.0,8.0,Mailed Check,Yes,$39.93 
4675.0,36.0,9.0,No,47.76,40.0,Salary,99340.8,34.0,Healthcare,Female,Divorced,5.0,15.0,Mailed Check,Yes,$47.76 
4676.0,48.0,8.0,No,88.26,40.0,Salary,283580.8,63.0,Information Technology,Female,Single,9.0,22.0,Mailed Check,Yes,$88.26 
4677.0,56.0,15.0,No,43.75,40.0,Salary,91000.0,91.0,Human Resources,Female,Divorced,4.0,11.0,Direct Deposit,Yes,$43.75 
4678.0,36.0,9.0,No,29.55,40.0,Salary,61464.0,-13.0,Research,Female,Married,1.0,18.0,Mailed Check,Yes,$29.55 
4679.0,48.0,14.0,Yes,39.96,40.0,Salary,83116.8,91.0,Research,Female,Married,5.0,15.0,Mailed Check,Yes,$39.96 
4680.0,51.0,13.0,No,36.0,40.0,Salary,74880.0,12.0,Research,Male,Single,8.0,17.0,Mailed Check,Yes,$36.00 
4681.0,33.0,7.0,No,30.33,40.0,Salary,62795.2,3.0,Laboratory,Female,Single,2.0,23.0,Direct Deposit,Yes,$30.33 
4682.0,55.0,11.0,No,56.54,40.0,Salary,117603.2,78.0,Information Technology,Male,Married,9.0,11.0,Mailed Check,Yes,$56.54 
4683.0,45.0,11.0,No,33.7,40.0,Salary,40976.0,82.0,Sales,Male,Divorced,5.0,14.0,Mailed Check,Yes,$33.70 
4684.0,38.0,6.0,No,32.59,40.0,Salary,67787.2,61.0,Laboratory,Female,Divorced,1.0,13.0,Mailed Check,Yes,$32.59 
4685.0,41.0,6.0,No,74.36,40.0,Salary,154668.8,-4.0,Research,Female,Single,2.0,11.0,Mailed Check,Yes,$74.36 
4686.0,38.0,10.0,No,57.22,40.0,Salary,133017.6,27.0,Marketing,Male,Married,3.0,10.0,Mailed Check,Yes,$57.22 
4687.0,56.0,11.0,Yes,97.82,40.0,Salary,203465.6,34.0,Marketing,Female,Single,4.0,8.0,Mailed Check,No,$97.82 
4688.0,58.0,10.0,Yes,48.72,40.0,Salary,101337.6,87.0,Laboratory,Male,Single,8.0,16.0,Mailed Check,Yes,$48.72 
4689.0,33.0,5.0,Yes,30.14,40.0,Salary,62691.2,65.0,Sales,Female,Divorced,1.0,14.0,Mailed Check,Yes,$30.14 
4690.0,39.0,8.0,Yes,37.33,40.0,Salary,77646.4,90.0,Human Resources,Male,Married,8.0,20.0,Direct Deposit,Yes,$37.33 
4691.0,51.0,9.0,No,73.98,40.0,Salary,153878.4,31.0,Marketing,Female,Divorced,9.0,25.0,Direct Deposit,Yes,$73.98 
4692.0,23.0,1.0,Yes,21.82,40.0,Salary,45385.6,41.0,Research,Male,Married,3.0,22.0,Mailed Check,Yes,$21.82 
4693.0,57.0,11.0,Yes,44.75,40.0,Salary,93080.0,33.0,Marketing,Male,Single,1.0,15.0,Mailed Check,Yes,$44.75 
4694.0,34.0,10.0,No,24.04,40.0,Salary,50003.2,93.0,Sales,Male,Divorced,1.0,5.0,Mailed Check,Yes,$24.04 
4695.0,40.0,8.0,Yes,26.84,40.0,Salary,55827.2,78.0,Human Resources,Male,Single,4.0,11.0,Mailed Check,Yes,$26.84 
4696.0,56.0,18.0,No,94.89,40.0,Salary,289133.0,-1.0,Information Technology,Female,Divorced,4.0,7.0,Mailed Check,Yes,$94.89 
4697.0,37.0,5.0,Yes,33.51,40.0,Salary,69700.8,93.0,Research,Female,Single,4.0,7.0,Mailed Check,Yes,$33.51 
4698.0,36.0,3.0,No,30.28,40.0,Salary,62982.4,29.0,Research,Female,Divorced,6.0,8.0,Mailed Check,Yes,$30.28 
4699.0,56.0,7.0,No,53.9,40.0,Salary,112112.0,65.0,Sales,Female,Single,6.0,15.0,Mailed Check,Yes,$53.90 
4700.0,38.0,1.0,Yes,52.76,40.0,Salary,109740.8,94.0,Research,Female,Divorced,4.0,25.0,Mailed Check,Yes,$52.76 
4701.0,34.0,3.0,Yes,26.58,40.0,Salary,55286.4,46.0,Marketing,Female,Single,4.0,22.0,Mailed Check,Yes,$26.58 
4702.0,57.0,6.0,Yes,55.42,40.0,Salary,115273.6,11.0,Healthcare,Male,Divorced,1.0,17.0,Mailed Check,Yes,$55.42 
4703.0,60.0,9.0,No,33.41,40.0,Salary,69492.8,50.0,Marketing,Male,Married,6.0,15.0,Mailed Check,Yes,$33.41 
4704.0,35.0,3.0,No,28.1,40.0,Salary,58448.0,82.0,Information Technology,Female,Single,3.0,12.0,Direct Deposit,Yes,$28.10 
4705.0,41.0,7.0,Yes,94.89,40.0,Salary,289133.0,75.0,Healthcare,Female,Single,3.0,14.0,Mailed Check,Yes,$94.89 
4706.0,31.0,3.0,No,31.01,40.0,Salary,64500.8,71.0,Research,Female,Single,2.0,8.0,Mailed Check,Yes,$31.01 
4707.0,55.0,18.0,No,87.7,40.0,Salary,282416.0,12.0,Laboratory,Female,Divorced,7.0,15.0,Mailed Check,Yes,$87.70 
4708.0,52.0,5.0,No,66.02,40.0,Salary,137321.6,65.0,Sales,Female,Divorced,2.0,15.0,Mailed Check,Yes,$66.02 
4709.0,56.0,8.0,No,40.53,40.0,Salary,84302.4,65.0,Sales,Male,Single,9.0,5.0,Direct Deposit,Yes,$40.53 
4710.0,25.0,3.0,Yes,22.04,40.0,Salary,4843.2,66.0,Research,Male,Married,1.0,8.0,Mailed Check,Yes,$22.04 
4711.0,41.0,7.0,Yes,66.21,40.0,Salary,137716.8,34.0,Research,Female,Single,4.0,23.0,Mailed Check,Yes,$66.21 
4712.0,41.0,4.0,Yes,31.84,40.0,Salary,66227.2,50.0,Healthcare,Male,Divorced,1.0,10.0,Direct Deposit,Yes,$31.84 
4713.0,43.0,6.0,No,41.69,40.0,Salary,86715.2,77.0,Research,Female,Married,6.0,10.0,Mailed Check,Yes,$41.69 
4714.0,41.0,1.0,Yes,60.52,40.0,Salary,125881.6,34.0,Sales,Female,Divorced,4.0,23.0,Direct Deposit,Yes,$60.52 
4715.0,41.0,10.0,No,31.98,40.0,Salary,66528.4,44.0,Healthcare,Female,Married,3.0,23.0,Mailed Check,Yes,$31.98 
4716.0,52.0,8.0,Yes,55.01,40.0,Salary,114420.8,47.0,Research,Female,Divorced,7.0,25.0,Mailed Check,Yes,$55.01 
4717.0,50.0,11.0,No,48.51,40.0,Salary,100900.8,87.0,Research,Male,Divorced,7.0,21.0,Direct Deposit,Yes,$48.51 
4718.0,45.0,18.0,No,37.45,40.0,Salary,77896.0,29.0,Sales,Female,Married,2.0,16.0,Direct Deposit,Yes,$37.45 
4719.0,50.0,6.0,Yes,31.74,40.0,Salary,-14980.8,59.0,Marketing,Male,Divorced,5.0,17.0,Direct Deposit,Yes,$31.74 
4720.0,46.0,5.0,No,83.85,40.0,Salary,174408.0,0.0,Manufacturing,Female,Single,1.0,15.0,Mailed Check,Yes,$83.85 
4721.0,44.0,15.0,Yes,36.07,40.0,Salary,75025.6,85.0,Laboratory,Female,Divorced,6.0,5.0,Mailed Check,Yes,$36.07 
4722.0,39.0,2.0,Yes,29.8,40.0,Salary,63384.0,37.0,Manufacturing,Male,Married,1.0,16.0,Mailed Check,Yes,$29.80 
4723.0,49.0,18.0,No,64.27,40.0,Salary,133681.6,2.0,Sales,Female,Married,2.0,14.0,Mailed Check,Yes,$64.27 
4724.0,55.0,18.0,No,80.45,40.0,Salary,167336.0,13.0,Laboratory,Female,Single,7.0,8.0,Direct Deposit,Yes,$80.45 
4725.0,59.0,10.0,Yes,33.94,40.0,Salary,41475.2,-6.0,Sales,Male,Single,2.0,20.0,Direct Deposit,Yes,$33.94 
4726.0,35.0,4.0,Yes,24.55,40.0,Salary,51064.0,-13.0,Research,Female,Divorced,2.0,17.0,Direct Deposit,Yes,$24.55 
4727.0,40.0,6.0,Yes,89.86,40.0,Salary,286908.8,98.0,Human Resources,Female,Divorced,7.0,14.0,Direct Deposit,Yes,$89.86 
4728.0,34.0,4.0,Yes,25.38,40.0,Salary,52790.4,79.0,Research,Male,Divorced,3.0,12.0,Direct Deposit,Yes,$25.38 
4729.0,53.0,20.0,Yes,31.5,40.0,Salary,65520.0,6.0,Healthcare,Male,Single,3.0,24.0,Direct Deposit,Yes,$31.50 
4730.0,39.0,3.0,Yes,96.32,40.0,Salary,200345.6,7.0,Laboratory,Female,Divorced,4.0,11.0,Direct Deposit,Yes,$96.32 
4731.0,37.0,1.0,No,69.65,40.0,Salary,144872.0,57.0,Healthcare,Male,Divorced,1.0,6.0,Mailed Check,Yes,$69.65 
4732.0,54.0,7.0,Yes,33.59,40.0,Salary,40747.2,89.0,Laboratory,Female,Single,9.0,5.0,Direct Deposit,Yes,$33.59 
4733.0,56.0,14.0,Yes,93.62,40.0,Salary,289133.0,17.0,Manufacturing,Female,Divorced,4.0,9.0,Mailed Check,Yes,$93.62 
4734.0,28.0,2.0,Yes,22.84,40.0,Salary,47507.2,50.0,Information Technology,Male,Single,3.0,13.0,Mailed Check,Yes,$22.84 
4735.0,55.0,11.0,Yes,83.47,40.0,Salary,173617.6,20.0,Sales,Female,Divorced,9.0,15.0,Mailed Check,Yes,$83.47 
4736.0,45.0,16.0,Yes,63.26,40.0,Salary,131580.8,80.0,Research,Male,Divorced,8.0,7.0,Mailed Check,Yes,$63.26 
4737.0,47.0,13.0,Yes,77.99,40.0,Salary,162233.2,32.0,Human Resources,Male,Single,3.0,6.0,Mailed Check,Yes,$77.99 
4738.0,55.0,16.0,Yes,50.21,40.0,Salary,104436.8,48.0,Healthcare,Male,Married,8.0,9.0,Mailed Check,Yes,$50.21 
4739.0,41.0,8.0,No,48.95,40.0,Salary,102816.0,73.0,Research,Female,Married,1.0,8.0,Mailed Check,Yes,$48.95 
4740.0,57.0,12.0,No,46.56,40.0,Salary,96844.8,8.0,Research,Female,Single,8.0,9.0,Mailed Check,Yes,$46.56 
4741.0,52.0,14.0,No,31.44,40.0,Salary,65395.2,6.0,Research,Male,Married,2.0,15.0,Direct Deposit,Yes,$31.44 
4742.0,48.0,11.0,Yes,74.17,40.0,Salary,154273.6,55.0,Laboratory,Male,Divorced,5.0,15.0,Direct Deposit,Yes,$74.17 
